Epoch,Training Loss,Validation Loss,Training accuracy,Validation Accuracy,Training f1 Score,Validation F1 Score,Dice Score
39,26.35815066099167,0.15747457226881614,0.9484675556091489,0.9468962541491713,0.9438315350320148,0.9408999120526497,0.49456971883773804
40,26.13745964318514,0.1587268257370362,0.948490288161935,0.9469734392790231,0.9437089210060973,0.9408611053747822,0.49175435304641724
41,26.066627226769924,0.1579475821210788,0.9485274384779299,0.9470246450237052,0.943952652773556,0.9411499042187003,0.4957232177257538
42,26.222020894289017,0.15709063181510338,0.9485404636162831,0.9471048422561853,0.944144713113283,0.941369072859645,0.49714037775993347
43,26.077406644821167,0.15625910804821894,0.948488485941534,0.9470370699470473,0.9439025512650133,0.9411723195138915,0.4999118447303772
44,26.221776388585567,0.15785132405849603,0.9486206624241306,0.9472136544636349,0.944191472767847,0.9414841962344106,0.49692484736442566
45,26.55363205075264,0.15778357134415552,0.9486086203150871,0.947060413742417,0.944199831270548,0.9413212621450439,0.4965071380138397
46,26.126755714416504,0.15630891346014464,0.9486924235637368,0.9473307499533125,0.9442837078890726,0.9416576703758404,0.5001747012138367
47,26.12422626465559,0.15392632266649833,0.9481550342077816,0.9469659090224523,0.9441556529688997,0.9417478612542307,0.5170263051986694
48,26.102649219334126,0.15902291238307953,0.9486014523930374,0.9458378765881311,0.944594374621873,0.9404653965857342,0.49721166491508484
49,26.00769293308258,0.15566389491924873,0.9486912357366543,0.9470988180509287,0.9446118556595983,0.9417707295361273,0.5072482228279114
50,26.271040558815002,0.15551161422179297,0.9487781109518968,0.9473458104664542,0.9441663443583292,0.9414273011876666,0.49656417965888977
51,26.05562099814415,0.15680406127984708,0.9487886375574212,0.9473928745700223,0.9440308173975517,0.9413269381949152,0.49533411860466003
52,25.89122425764799,0.1553189679980278,0.9489307262522237,0.947469306674217,0.9446563980634667,0.9419637545210279,0.502916157245636
53,25.699583046138287,0.15668257841697106,0.948878052265047,0.9471496472827822,0.9443614679301111,0.9412998518355461,0.4952881932258606
54,25.734348751604557,0.15617151787647834,0.9489870456397571,0.9475743537533811,0.944389907179757,0.9417163521465575,0.4993969202041626
55,25.84270741045475,0.16229211596342233,0.9488024818868658,0.9458393826394453,0.945119122417023,0.9409060330475245,0.5025469660758972
56,25.894604831933975,0.15887861813490206,0.9489703341414927,0.9461176256197401,0.9447020682636809,0.94049905100371,0.49301677942276
57,25.67766997218132,0.15544465814645475,0.9489616097563693,0.946246016494274,0.9450453270776492,0.9410532109613436,0.5049414038658142
58,25.69698879867792,0.15703435299488214,0.9490268583267989,0.9463002343415845,0.9448664233016769,0.940826878447529,0.4952748417854309
59,25.642303079366684,0.1565225004003598,0.9490715861603891,0.94603742838726,0.9450886084590562,0.9407895904478356,0.5011930465698242
60,25.734406553208828,0.1549933867958876,0.9491995438088651,0.9470276571263336,0.9447529628605463,0.9412946062154631,0.49735257029533386
61,26.028044067323208,0.15578453758588204,0.9492106438481535,0.9464899968071712,0.9449771787157926,0.9409469546375154,0.4992104470729828
62,25.725272215902805,0.15511102630541876,0.9491675953563006,0.947607486882293,0.9447655924594974,0.9419877318062265,0.49733278155326843
63,25.74607389420271,0.15483015546431908,0.9491818083217363,0.9469764513816514,0.9443562252949649,0.9408628264340269,0.4939890205860138
64,25.83420740813017,0.15507412128723586,0.9492986249713693,0.9464696651144298,0.9451361092683525,0.9409883691213374,0.498161256313324
65,25.79393918812275,0.15545723243401602,0.949374523025987,0.946442179677946,0.9451642738880128,0.9408685659796437,0.4982069134712219
66,25.646304577589035,0.1564227594779088,0.9492603277878465,0.9464862316788858,0.9448773163879124,0.9407588846484928,0.4912049174308777
67,25.541063107550144,0.15273074404551432,0.9493275014573409,0.9468887238926005,0.9450749237225323,0.9413521309874605,0.5044149160385132
68,25.864556029438972,0.15463623977624452,0.9492940375012574,0.9471760031807803,0.9446616765200041,0.9412397796611938,0.4943494498729706
69,25.856889590620995,0.154933723119589,0.9493814042311548,0.9464824665506003,0.9452969503414664,0.9410671328518385,0.49816951155662537
70,25.559377148747444,0.1545586368212333,0.9494134346028283,0.9472983698500576,0.9452279035107405,0.941895951324695,0.5012670755386353
71,25.647417783737183,0.15498216049029276,0.9493619894022887,0.9466149990662481,0.9453388391272284,0.9413070120485115,0.49747565388679504
